"LOCATION","Country","VAR","Variable","EDI","Edition","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1994-02","Feb-1994","IDX","Index","0","Units",,,68.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1994-03","Mar-1994","IDX","Index","0","Units",,,67.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1994-04","Apr-1994","IDX","Index","0","Units",,,68.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1994-05","May-1994","IDX","Index","0","Units",,,68.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1994-06","Jun-1994","IDX","Index","0","Units",,,68.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1994-07","Jul-1994","IDX","Index","0","Units",,,68.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1994-08","Aug-1994","IDX","Index","0","Units",,,68.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1994-09","Sep-1994","IDX","Index","0","Units",,,69.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1994-10","Oct-1994","IDX","Index","0","Units",,,70.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1994-11","Nov-1994","IDX","Index","0","Units",,,71.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1994-12","Dec-1994","IDX","Index","0","Units",,,71.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1995-01","Jan-1995","IDX","Index","0","Units",,,69.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1995-02","Feb-1995","IDX","Index","0","Units",,,70.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1995-03","Mar-1995","IDX","Index","0","Units",,,69.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1995-04","Apr-1995","IDX","Index","0","Units",,,70.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1995-05","May-1995","IDX","Index","0","Units",,,70.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1995-06","Jun-1995","IDX","Index","0","Units",,,69.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1995-07","Jul-1995","IDX","Index","0","Units",,,69.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1995-08","Aug-1995","IDX","Index","0","Units",,,68.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1995-09","Sep-1995","IDX","Index","0","Units",,,70.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1995-10","Oct-1995","IDX","Index","0","Units",,,68.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1995-11","Nov-1995","IDX","Index","0","Units",,,68.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1995-12","Dec-1995","IDX","Index","0","Units",,,68.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1996-01","Jan-1996","IDX","Index","0","Units",,,69.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1996-02","Feb-1996","IDX","Index","0","Units",,,68.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1996-03","Mar-1996","IDX","Index","0","Units",,,68.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1996-04","Apr-1996","IDX","Index","0","Units",,,68.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1996-05","May-1996","IDX","Index","0","Units",,,69.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1996-06","Jun-1996","IDX","Index","0","Units",,,69.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1996-07","Jul-1996","IDX","Index","0","Units",,,68.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1996-08","Aug-1996","IDX","Index","0","Units",,,69.89,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1996-09","Sep-1996","IDX","Index","0","Units",,,70.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1996-10","Oct-1996","IDX","Index","0","Units",,,69.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1996-11","Nov-1996","IDX","Index","0","Units",,,70.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1996-12","Dec-1996","IDX","Index","0","Units",,,70.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1997-01","Jan-1997","IDX","Index","0","Units",,,69.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1997-02","Feb-1997","IDX","Index","0","Units",,,70.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1997-03","Mar-1997","IDX","Index","0","Units",,,71.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1997-04","Apr-1997","IDX","Index","0","Units",,,71.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1997-05","May-1997","IDX","Index","0","Units",,,70.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1997-06","Jun-1997","IDX","Index","0","Units",,,72.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1997-07","Jul-1997","IDX","Index","0","Units",,,73.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1997-08","Aug-1997","IDX","Index","0","Units",,,71.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1997-09","Sep-1997","IDX","Index","0","Units",,,71.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1997-10","Oct-1997","IDX","Index","0","Units",,,72.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1997-11","Nov-1997","IDX","Index","0","Units",,,73.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1997-12","Dec-1997","IDX","Index","0","Units",,,74.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1998-01","Jan-1998","IDX","Index","0","Units",,,74.89,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1998-02","Feb-1998","IDX","Index","0","Units",,,74.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1998-03","Mar-1998","IDX","Index","0","Units",,,75.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1998-04","Apr-1998","IDX","Index","0","Units",,,74.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1998-05","May-1998","IDX","Index","0","Units",,,75.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1998-06","Jun-1998","IDX","Index","0","Units",,,74.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1998-07","Jul-1998","IDX","Index","0","Units",,,76.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1998-08","Aug-1998","IDX","Index","0","Units",,,74.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1998-09","Sep-1998","IDX","Index","0","Units",,,74.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1998-10","Oct-1998","IDX","Index","0","Units",,,74.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1998-11","Nov-1998","IDX","Index","0","Units",,,73.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1998-12","Dec-1998","IDX","Index","0","Units",,,73.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1999-01","Jan-1999","IDX","Index","0","Units",,,75.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1999-02","Feb-1999","IDX","Index","0","Units",,,73.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1999-03","Mar-1999","IDX","Index","0","Units",,,74.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1999-04","Apr-1999","IDX","Index","0","Units",,,74.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1999-05","May-1999","IDX","Index","0","Units",,,75.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1999-06","Jun-1999","IDX","Index","0","Units",,,75.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1999-07","Jul-1999","IDX","Index","0","Units",,,75.89,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1999-08","Aug-1999","IDX","Index","0","Units",,,76.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1999-09","Sep-1999","IDX","Index","0","Units",,,76.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1999-10","Oct-1999","IDX","Index","0","Units",,,77.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1999-11","Nov-1999","IDX","Index","0","Units",,,76.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","1999-12","Dec-1999","IDX","Index","0","Units",,,77.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2000-01","Jan-2000","IDX","Index","0","Units",,,76.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2000-02","Feb-2000","IDX","Index","0","Units",,,78.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2000-03","Mar-2000","IDX","Index","0","Units",,,78.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2000-04","Apr-2000","IDX","Index","0","Units",,,79.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2000-05","May-2000","IDX","Index","0","Units",,,81.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2000-06","Jun-2000","IDX","Index","0","Units",,,79.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2000-07","Jul-2000","IDX","Index","0","Units",,,80.89,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2000-08","Aug-2000","IDX","Index","0","Units",,,81.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2000-09","Sep-2000","IDX","Index","0","Units",,,81.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2000-10","Oct-2000","IDX","Index","0","Units",,,81.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2000-11","Nov-2000","IDX","Index","0","Units",,,82.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2000-12","Dec-2000","IDX","Index","0","Units",,,82.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2001-01","Jan-2001","IDX","Index","0","Units",,,82.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2001-02","Feb-2001","IDX","Index","0","Units",,,83.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2001-03","Mar-2001","IDX","Index","0","Units",,,81.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2001-04","Apr-2001","IDX","Index","0","Units",,,80.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2001-05","May-2001","IDX","Index","0","Units",,,81.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2001-06","Jun-2001","IDX","Index","0","Units",,,81.89,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2001-07","Jul-2001","IDX","Index","0","Units",,,79.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2001-08","Aug-2001","IDX","Index","0","Units",,,81.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2001-09","Sep-2001","IDX","Index","0","Units",,,80.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2001-10","Oct-2001","IDX","Index","0","Units",,,79.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2001-11","Nov-2001","IDX","Index","0","Units",,,78.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2001-12","Dec-2001","IDX","Index","0","Units",,,78.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2002-01","Jan-2002","IDX","Index","0","Units",,,78.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2002-02","Feb-2002","IDX","Index","0","Units",,,79.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2002-03","Mar-2002","IDX","Index","0","Units",,,79.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2002-04","Apr-2002","IDX","Index","0","Units",,,79.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2002-05","May-2002","IDX","Index","0","Units",,,78.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2002-06","Jun-2002","IDX","Index","0","Units",,,80.89,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2002-07","Jul-2002","IDX","Index","0","Units",,,79.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2002-08","Aug-2002","IDX","Index","0","Units",,,81.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2002-09","Sep-2002","IDX","Index","0","Units",,,80.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2002-10","Oct-2002","IDX","Index","0","Units",,,79.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2002-11","Nov-2002","IDX","Index","0","Units",,,80.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2002-12","Dec-2002","IDX","Index","0","Units",,,79.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2003-01","Jan-2003","IDX","Index","0","Units",,,80.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2003-02","Feb-2003","IDX","Index","0","Units",,,80.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2003-03","Mar-2003","IDX","Index","0","Units",,,79.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2003-04","Apr-2003","IDX","Index","0","Units",,,79.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2003-05","May-2003","IDX","Index","0","Units",,,79.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2003-06","Jun-2003","IDX","Index","0","Units",,,78.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2003-07","Jul-2003","IDX","Index","0","Units",,,80.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2003-08","Aug-2003","IDX","Index","0","Units",,,78.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2003-09","Sep-2003","IDX","Index","0","Units",,,78.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2003-10","Oct-2003","IDX","Index","0","Units",,,80.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2003-11","Nov-2003","IDX","Index","0","Units",,,81.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2003-12","Dec-2003","IDX","Index","0","Units",,,81.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2004-01","Jan-2004","IDX","Index","0","Units",,,81.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2004-02","Feb-2004","IDX","Index","0","Units",,,81.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2004-03","Mar-2004","IDX","Index","0","Units",,,81.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2004-04","Apr-2004","IDX","Index","0","Units",,,82.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2004-05","May-2004","IDX","Index","0","Units",,,83.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2004-06","Jun-2004","IDX","Index","0","Units",,,82.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2004-07","Jul-2004","IDX","Index","0","Units",,,83.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2004-08","Aug-2004","IDX","Index","0","Units",,,82.89,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2004-09","Sep-2004","IDX","Index","0","Units",,,82.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2004-10","Oct-2004","IDX","Index","0","Units",,,83.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2004-11","Nov-2004","IDX","Index","0","Units",,,82.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2004-12","Dec-2004","IDX","Index","0","Units",,,81.89,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2005-01","Jan-2005","IDX","Index","0","Units",,,84.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2005-02","Feb-2005","IDX","Index","0","Units",,,83.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2005-03","Mar-2005","IDX","Index","0","Units",,,84.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2005-04","Apr-2005","IDX","Index","0","Units",,,84.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2005-05","May-2005","IDX","Index","0","Units",,,83.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2005-06","Jun-2005","IDX","Index","0","Units",,,85.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2005-07","Jul-2005","IDX","Index","0","Units",,,86.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2005-08","Aug-2005","IDX","Index","0","Units",,,84.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2005-09","Sep-2005","IDX","Index","0","Units",,,86.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2005-10","Oct-2005","IDX","Index","0","Units",,,88.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2005-11","Nov-2005","IDX","Index","0","Units",,,87.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2005-12","Dec-2005","IDX","Index","0","Units",,,87.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2006-01","Jan-2006","IDX","Index","0","Units",,,87.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2006-02","Feb-2006","IDX","Index","0","Units",,,88.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2006-03","Mar-2006","IDX","Index","0","Units",,,87.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2006-04","Apr-2006","IDX","Index","0","Units",,,89.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2006-05","May-2006","IDX","Index","0","Units",,,90.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2006-06","Jun-2006","IDX","Index","0","Units",,,90.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2006-07","Jul-2006","IDX","Index","0","Units",,,91.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2006-08","Aug-2006","IDX","Index","0","Units",,,92.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2006-09","Sep-2006","IDX","Index","0","Units",,,92.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2006-10","Oct-2006","IDX","Index","0","Units",,,92.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2006-11","Nov-2006","IDX","Index","0","Units",,,93.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2006-12","Dec-2006","IDX","Index","0","Units",,,94.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2007-01","Jan-2007","IDX","Index","0","Units",,,95.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2007-02","Feb-2007","IDX","Index","0","Units",,,95.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2007-03","Mar-2007","IDX","Index","0","Units",,,95.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2007-04","Apr-2007","IDX","Index","0","Units",,,95.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2007-05","May-2007","IDX","Index","0","Units",,,96.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2007-06","Jun-2007","IDX","Index","0","Units",,,96.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2007-07","Jul-2007","IDX","Index","0","Units",,,97.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2007-08","Aug-2007","IDX","Index","0","Units",,,97.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2007-09","Sep-2007","IDX","Index","0","Units",,,98.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2007-10","Oct-2007","IDX","Index","0","Units",,,98.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2007-11","Nov-2007","IDX","Index","0","Units",,,98.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2007-12","Dec-2007","IDX","Index","0","Units",,,99.59,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2008-01","Jan-2008","IDX","Index","0","Units",,,101.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2008-02","Feb-2008","IDX","Index","0","Units",,,100.79,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2008-03","Mar-2008","IDX","Index","0","Units",,,100.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2008-04","Apr-2008","IDX","Index","0","Units",,,100.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2008-05","May-2008","IDX","Index","0","Units",,,98.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2008-06","Jun-2008","IDX","Index","0","Units",,,99.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2008-07","Jul-2008","IDX","Index","0","Units",,,97.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2008-08","Aug-2008","IDX","Index","0","Units",,,99.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2008-09","Sep-2008","IDX","Index","0","Units",,,97.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2008-10","Oct-2008","IDX","Index","0","Units",,,95.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2008-11","Nov-2008","IDX","Index","0","Units",,,91.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2008-12","Dec-2008","IDX","Index","0","Units",,,87.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2009-01","Jan-2009","IDX","Index","0","Units",,,80.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2009-02","Feb-2009","IDX","Index","0","Units",,,78.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2009-03","Mar-2009","IDX","Index","0","Units",,,78.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2009-04","Apr-2009","IDX","Index","0","Units",,,76.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2009-05","May-2009","IDX","Index","0","Units",,,79.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2009-06","Jun-2009","IDX","Index","0","Units",,,80.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2009-07","Jul-2009","IDX","Index","0","Units",,,79.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2009-08","Aug-2009","IDX","Index","0","Units",,,80.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2009-09","Sep-2009","IDX","Index","0","Units",,,84.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2009-10","Oct-2009","IDX","Index","0","Units",,,82.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2009-11","Nov-2009","IDX","Index","0","Units",,,83.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2009-12","Dec-2009","IDX","Index","0","Units",,,83.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2010-01","Jan-2010","IDX","Index","0","Units",,,84.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2010-02","Feb-2010","IDX","Index","0","Units",,,83.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2010-03","Mar-2010","IDX","Index","0","Units",,,86.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2010-04","Apr-2010","IDX","Index","0","Units",,,87.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2010-05","May-2010","IDX","Index","0","Units",,,90.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2010-06","Jun-2010","IDX","Index","0","Units",,,90.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2010-07","Jul-2010","IDX","Index","0","Units",,,89.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2010-08","Aug-2010","IDX","Index","0","Units",,,90.99,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2010-09","Sep-2010","IDX","Index","0","Units",,,92.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2010-10","Oct-2010","IDX","Index","0","Units",,,94.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2010-11","Nov-2010","IDX","Index","0","Units",,,93.89,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2010-12","Dec-2010","IDX","Index","0","Units",,,95.39,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2011-01","Jan-2011","IDX","Index","0","Units",,,95.19,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2011-02","Feb-2011","IDX","Index","0","Units",,,96.29,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2011-03","Mar-2011","IDX","Index","0","Units",,,96.89,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2011-04","Apr-2011","IDX","Index","0","Units",,,97.49,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2011-05","May-2011","IDX","Index","0","Units",,,98.69,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2011-06","Jun-2011","IDX","Index","0","Units",,,97.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2011-07","Jul-2011","IDX","Index","0","Units",,,100.09,,
"DEU","Germany","201","Index of industrial production","202112","December 2021","M","Monthly","2011-08","Aug-2011","IDX","Index","0","Units",,,99.29,,
